,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
thoroughly,대단히; 완전히,"철저히, 철두철미하게",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
convergence,[U] 한 점으로 집합함; 집중성(opp. divergence),집합점,"[수학] 수렴; [생물] 수렴 현상, 근사 현상; 집합, 집폭(集輻)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
revitalization,"새로운 활력[생명, 힘]을 줌; 경기 부양화, 경제력 활성화",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sonya,여자 이름. Sophia의 러시아 어형(語形).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
favor,"호의, 친절","친절한 행위, 은혜, 은전; 청, 부탁",,"후원, 애고(愛顧), 총애; 지원(support), 지지, 찬성; 허가","인기, 평판, 유행","[U] 편애, 역성; 우세, 우위; 유리, 이익","(호의·애정을 나타내는) 선물; 기념품; (회·클럽 등의) 회원장(章) ((배지, 리본 등))","특권, 권리;[pl.] [문어·완곡] (여성이) 몸을 허락하는 것",서한,"&lt;계획·제안 등에&gt; 호의를 보이다, 찬성하다","…에 편들다; 장려하다; 조력하다, 돕다, 지지하다","…의 영광을 주다; 베풀다, 주다 ((with))","편애하다, 역성들다, 총애하다","&lt;신체의 일부 등을&gt; 소중히 다루다, 돌보다","&lt;날씨·사정 등이&gt; …에게 유리하다, 쉽게 하다, 촉진하다","&lt;사실이&gt; &lt;이론 등을&gt; 뒷받침하다, 확증하다; …의 가능성을 예상케 하다",…와 얼굴이 닮다(look like),…에게 아첨하다,,,,,,,,,,,,,,,,,,,,,
ticket,"표, 입장권, 승차권, 티켓",(일련의 숫자 등이 적힌) 복권,"(상품에 붙어 있는, 가격치수 등이 적힌) 표[라벨]",(교통 법규 위반에 대한 벌금을 부과하는) 딱지,(정당의) 공천 후보자 명단,표를 발행하다[주다],(교통 법규 위반에 대한 벌금을 부과하는) 딱지를 발부하다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toucan,큰부리새,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
club,"(특정한 활동∙스포츠 등을 위한) 클럽, 동호회","클럽실, 동호회 방[회관]",(프로 스포츠) 클럽[구단],"(젊은이들이 춤추고 음악을 듣는) 클럽, 나이트클럽",(특히 영국에서 보통 남성들만의) 사교 단체[클럽],(책∙시디 등을 싸게 파는) 회원제 구매 조직,곤봉,,클럽(까만 클로버 잎이 그려진 카드),클럽 (한 장),(곤봉 같은 것으로) 때리다,(나이트)클럽에 가다,,,,,,,,,,,,,,,,,,,,,,,,,,,
advanced,선진의,고급[상급]의,(발달 단계상) 후기의,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
visual,"시각의, (눈으로) 보는",시각 자료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
parlor,"(개인 주택의) 응접실, 객실; 거실(living room)","…점(店), 영업실, 촬영실, 진찰실, 시술실","(호텔 등의) 특별 휴게[담화, 응접]실",(열차의) 승무원 칸(caboose),객실(용)의,말뿐인,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rental,"사용료, 임대료","임대, 임차, 대여",임대[임차/대여]물,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nelson,"넬슨(레슬링에서 상대편의 겨드랑이 밑으로 팔을 넣고 뒤통수에 팔을 돌려 목을 조르는 기술. 이것을 한 팔로 하면 half nelson, 두 팔로 하면 full nelson이라 함)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
examine,조사[검토]하다,검사[진찰]하다,(…에게) 시험을 실시하다,(특히 법정에서) 심문하다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
martin,흰털발제비,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
initially,처음에,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
weekend,주말(토요일과 일요일),주말 휴가(토일요일이나 그보다 약간 긴 기간),(…에서) 주말을 보내다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anthropologist,인류학자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brief,"(시간이) 짧은, 잠시 동안의",(말글이) 간단한,"짧은, 노출이 많은",업무 (지침서),(변호사가 맡은) 소송 사건,(법원에 제출할) 변론 취지서,(피고측) 변호사,(대비를 할 수 있도록) ~에게 (~에 대해) 알려주다[보고하다],(변호사에게) 사건 내용을 알려주다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hygiene,위생,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
board,"판자, 널",(판자같이 생긴) -판[-대],,"이사회, 위원회",&lt;일부 기관의 이름에 쓰임&gt;,(숙박업소의) 식사(비),대학 입학시험,무대,(아이스하키 경기장을 둘러싼) 울타리 판자,승선[승차/탑승]하다,(비행기∙배가) 탑승[승선]에 들어가다,하숙하다,학교 기숙사에서 살다,,,,,,,,,,,,,,,,,,,,,,,,,,
shore,"(바다호수 따위) 기슭, 해안[해변], 호숫가",(특히 해안을 끼고 있는) 국가[나라],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cloud,구름,(먼지연기메뚜기 떼 등이 구름같이) 자욱한 것,(슬픔걱정의) 먹구름[그림자],(기억력판단력 등을) 흐리다,"어두워지다[어두워지게 하다], (슬픔두려움분노 등의 감정이) 서리다[서리게 만들다]",(특히 무관한 내용을 언급하여) 쟁점을 흐리다,"흐려지다, 구름이 끼다",(걱정 등으로) 우울하게 만들다,(거울물 등이[을]) 흐려지다[흐리게 만들다],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pave,(널돌·벽돌 등으로) 포장하다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
onward,앞으로[계속 이어서] 나아가는,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reproductive,생식[번식]의,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allowance,용돈; (특정 목적을 위한) 비용[수당],허용량,(세금) 공제액,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bunch,"다발, 송이, 묶음",(양수가) 많음,(한 무리의) 사람들,갈래 머리,단단해지다[단단하게 만들다]; 단단히 접히다[접히게 만들다],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
holidays,"휴일에(는), 휴일마다.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
formally,"정식으로, 공식적으로","형식적으로, 형식상","의식에 얽매여, 딱딱하게, 의례적으로; [철학·논리] 형식에 관하여",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
keller,켈러 Helen  ~ (1880-1968) ((미국의 여류 저술가·교육가; 농맹아(聾盲啞)의 3중고를 극복하여 사회 운동에 공헌함)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
musical,"음악의, 음악적인",음악에 재능[관심]이 있는,"음악 같은, 듣기 좋은",뮤지컬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
architectural,건축학[술]의,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
betsy,여자 이름 ((Elizabeth의 애칭)),[때로 b~] 총,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oh,"아, 어, 오(몰랐던 이야기를 들었을 때의 가벼운 놀라움을 나타냄)","어머, 야, 저런(놀라움·공포·기쁨 등을 나타냄)","저기, 어이(남의 관심을 유도할 때)","음, 저(다음에 할 말을 생각할 때)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copper,"Cu 구리, 동",(액수가 얼마 안 되는) 동전,경찰관,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
telecommuting,"텔레커뮤팅, 재택 컴퓨터 근무: 컴퓨터 단말기를 집에 두고 직장과 연결하여 출근하지 않고 재택 근무하다.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
substantial,(양·가치·중요성이) 상당한,"크고 튼튼한, 단단히 지은",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pose,(위협·문제 등을) 제기하다,(특히 진지한 생각을 요하는) 질문을 제기하다,(그림·사진 촬영을 위해) 포즈[자세]를 취하다,(남을 속이기 위해) ~인 체하다,"뻐기다, 으스대다",(특히 그림·사진 촬영을 위한) 포즈[자세],"뻐기기, 으스대기",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mill,"방앗간, 제분소",(특정한 재료를 만드는) 공장,(단단한 것을 가루가 되도록) 가는 기구,(mill에 넣어 가루가 되도록) 갈다[으깨다],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
couple,두 사람[개],"몇 명[개]의, 두어 명[개]의","(결혼을 했거나 연인 관계에 있는 한 쌍의) 남녀, 커플, 부부",(두 대의 차량이나 기계 따위를) 연결[결합]하다,성교하다; 교미[짝짓기]하다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
create,창조[창작/창출]하다,(어떤 느낌이나 인상을) 자아내다[불러일으키다],(계급이나 작위를) 수여하다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mba,경영학 석사(Master of Business Administration),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
do,(어떤 동작이나 행위를) 하다,(앞에서 언급된 대로) 하다,하다[되어 가다](어떤 일의 성공 여부나 진행 상황에 대해 말하거나 물을 때 씀),(과제활동을) 하다,(청소설거지정리 등을) 하다,"다림질, 요리, 쇼핑, 연기, 글쓰기 등을 (좀) 하다",(직업으로서 어떤 일을) 하다,"공부하다, 배우다","풀다, (해결)하다",(생산하거나 만드는 일을) 하다,(연극오페라 등을) 공연하다,(특히 사람들을 웃기기 위해) 흉내내다,"끝내다, 마치다",(특정한 거리를) 가다[이동하다],(여정을) 완료하다[마치다],(특정한 속도로[에]) 가다[달하다],(어떤 장소를) 여행하다[둘러보다],(특정 일을 하면서 얼마의 기간을) 보내다,(…에게 필요한 일을) 해 주다[처리하다],"적절하다, 충분하다",(요리를) 하다,속이다,처벌하다,(어떤 곳을) 털다[훔치다],(마약을) 하다,섹스하다,&lt;다른 동사 앞에 쓰여 부정문이나 의문문을 만듦&gt;,&lt;부가 의문문을 만들 때 쓰임&gt;,&lt;문장의 동사를 반복하지 않기 위해 그 대신에 씀&gt;,&lt;다른 조동사가 없는 문장에서 말하는 내용을 강조하기 위해 씀&gt;,&lt;부사를 문두에 둘 때 주어와 동사의 어순 변화를 실현하기 위해 씀&gt;,파티,,,,,,,
termination,종료,임신 중절 수술,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
advance,"(특히 군대의) 전진, 진군","진전, 발전","선금, 선불",(성관계를 노린) 접근,(가격가치의) 증가[상승],"(공격하거나 위협하기 위해) 다가가다, 진격하다",(지식기술 등이) 증진되다[진전을 보다],성공[출세]을 돕다,선불[선금]을 주다,(아이디어이론계획을) 제기하다,(일정을) 앞당기다,진행시키다,"오르다, 증가하다",사전(事前)의,선발대,,,,,,,,,,,,,,,,,,,,,,,,
power,(사람·사물을 통제할 수 있는) 힘[세력],"권력, 정권","능력, 기회",(특정한 신체적·정신적) 능력[-력],(모든 신체적·정신적) 능력,권한,강대국,(특정 활동 영역에서 갖는 힘·영향력을 가리키는) -력,(특정 집단이 사회 내에서 갖는) 힘[영향력],(사물이 가진 물리적인) 힘,"동력, 에너지",(공급되는) 전기,"거듭제곱, 멱",(렌즈의) 배율,(천사·악마의) 힘,"동력을 공급하다, 작동시키다",(특정한 방향으로) 맹렬히 나아가다[나아가게 하다],,,,,,,,,,,,,,,,,,,,,,
variable,변동이 심한; 가변적인,변화를 줄[변경할] 수 있는,변수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anniversary,기념일,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
respected,"훌륭한, 소문난; 높이 평가되는",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lease,임대차 계약,(특히 부동산장비를) 임대[임차/대여]하다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tourism,관광업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweet,"달콤한, 단","달콤한 향기가 나는, 향기로운",(소리가) 듣기 좋은,"(순수하고) 맑은, 상쾌한","(기분) 좋은, 달콤한","귀여운, 앙증맞은, 아담한","상냥한, 다정한",(동의찬성을 나타내어) 좋아요!,"단 것, 사탕 및 초콜릿류",디저트(용 단 음식),&lt;좋아하거나 사랑하는 사람을 부르는 호칭&gt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
night,"(어두워진 후부터 다음날 아침까지의) 밤, 야간",(잠자리에 들기까지의 시간인) 밤,(특별한 행사가 있는) 밤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
container,"그릇, 용기",(화물 수송용) 컨테이너,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heard,HEAR의 과거·과거분사,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrath,"(극도의) 분노, 노여움",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
content,"(어떤 것의) 속에 든 것들, 내용물",(책의) 목차,(책·연설·프로그램 등의) 내용[주제],"함유량, 함량",콘텐츠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
examination,,"조사, 검토",검사,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
slope,경사지,"(산)비탈, 경사면","경사(도), 기울기","경사지다, 기울어지다","기울어지다, 삐뚜름하다",슬며시 빠져나가다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yet,(부정문·의문문에서) 아직 (안 했거나 못 했다는 뜻을 나타낼 때),아직 (하지 말라는 뜻을 나타낼 때),이제[앞으로] (…동안),(그럴 것 같지는 않지만) 그래도[하지만] …할 수 있을지도 모른다,"지금[그때]까지 있은 것 중 가장 좋은, 긴 등",거기에[그 위에] 또(수·양·횟수의 증가를 강조할 때),"훨씬 더 나쁜, 중요한 것은 등","그렇지만, 그런데도",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prepare,준비하다[시키다],대비[채비/각오]하다,(음식을) 준비[마련]하다,(약 등을) 조제하다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
assurance,"확언, 장담, 확약",자신감,(보장성) 보험,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
department,(정부·기업체·대학 등과 같은 조직의 한) 부서[부처/학과],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forget,(과거의 일·전에 알고 있던 것을) 잊다,(할 일·살 것·가져올 것 등을) 잊어버리다[잊고 안 하다/사다/가져오다 등],(일부러) 잊다[생각을 안 하다],(가능성을) 잊다[체념하다],정신없는 짓을 하다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accord,(기관국가 간의 공식적인) 합의,(권위지위 등을) 부여하다,부합하다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sleeping,"자는, 자고 있는","활동하지 않는, 쉬고 있는",숙박 설비를 갖춘,숙박[수면]용의,&lt;손·발이&gt; 저리는,수면,불활동; 휴지(dormancy),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meal,(특히 아침·점심·저녁의) 식사[끼니],(끼니 때 먹는 음식을 가리키는) 식사[밥],(동물 사료나 가루를 만들기 위해) 으깬 곡물,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
williams,윌리엄스 Tennessee ~ (1911-83) ((미국의 극작가)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compare,(A와 B를) 비교하다,(~에) 필적하다[비교가 되다],(A를 B에) 비유하다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scope,(무엇을 하거나 이룰 수 있는) 기회[여지/능력],(주제조직활동 등이 다루는) 범위,&lt;‘보거나 관찰하는 데 쓰이는 기기’를 나타냄&gt;,샅샅이[자세히] 살피다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soldier,"군인, 병사",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
really,"실제로, 진짜로",(말하는 내용·의견 등을 강조하여) 정말로[참으로],(형용사·부사를 강조하여) 아주[정말],(흔히 부정문에서 말하는 내용의 강도를 완화하여) 꼭[사실],(‘no’라는 답을 기대하는 의문문·부정문에 쓰여) 정말[설마],(관심·놀람을 나타내어) 정말,(남의 행동에 대한 불만을 나타내어) 진짜[정말]로,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forth,…에서 멀리; 밖으로,…쪽으로; 앞으로,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gail,남자[여자] 이름,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clothier,의류상; 의류[직물] 회사,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
someone,"어떤 사람, 누구",중요한[대단한] 사람,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unnecessarily,"불필요하게, 쓸데없이, 무익하게",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
limit,"한계(점), 한도","(허용 한도에 대한) 제한, 허용치",(장소지역의) 경계,(허용치를 넘어서지 못하도록) 제한하다,(가지거나 이용할 수 있는 양을) 한정[제한]하다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hourly,"1시간마다의, 매 시간의",시간당(임금요금 등),"1시간마다, 매 시",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lim,linear-induction motor.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
denver,덴버 ((미국 Colorado 주의 주도)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zip,지퍼,활기; 속도,"영(零), 무(無)",지퍼를 잠그다[채우다],지퍼로 잠그다[잠그게 되어 있다],(어떤 방향으로) 쌩[휙] 하고 가다[나아가게 하다],(파일을) 압축하다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wireless,라디오,무선 (시스템),무선의,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
artist,"화가, 예술가, 아티스트",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inclement,(춥거나 비가 오는 등으로) 좋지 못한[궂은],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
equality,"평등, 균등",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
biweekly,,격주의[로](fortnightly),한 주일에 2회의[씩](semiweekly),격주 간행물 ((신문·잡지 등)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aspect,측면,양상,(건물·땅 등의) 방향; (건물의 특정 방향을 향한) 면,상(相: 완료·진행 등을 나타내는 동사의 형태),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
repent,"뉘우치다, 회개[후회]하다",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level,(특정한 시간적 상황에 존재하는 양의) 정도[수준],(가치·질 등의) 수준[단계],(크기·중요도의) 수준[규모],"관점, 입장",(지면 또는 무엇의 이전 위치와 관련지은) 높이,(건물·땅의) 층,,(표면이) 평평한[반반한],(높이·위치·가치 등이) 같은[대등한],동점인,"침착한, 흔들림 없는",평평[반반]하게 하다,(건물·나무를) 완전히 무너뜨리다,동등[대등/비슷]하게 만들다,(특히 총을) 겨누다,,,,,,,,,,,,,,,,,,,,,,,,
duty,(도덕적·법률적) 의무,"직무, 임무",업무,(특히 국내로 들여오는 물품에 대한) 세금,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottler,병에 담는 사람[장치],탄산음료 제조업자,멋진 사람[것],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compile,"(여러 출처에서 자료를 따와) 엮다, 편집[편찬]하다",명령어를 번역[컴파일]하다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
greensburg,그린즈버그: 미국 Pennsylvania 주(州) 서남부의 도시.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caffeine,카페인,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guided,가이드가 안내[인솔]하는,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specific,"구체적인, 명확한, 분명한",특정한,"특유의, 독특한",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ndrc,(National Development and Reform Commission of the People's Republic of China) 중화인민공화국 국가발전개혁위원회,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
track,(사람들이 걸어다녀서 생긴) 길,"(사람짐승의) 발자국, (자동차 바퀴) 자국",(기차) 선로,(특정 기차가 도착출발하는) 선로,"경주로, 트랙","(이동하는) 길[방향], 진로",(음반테이프에 녹음된 음악) 한 곡,트랙(테이프나 디스크의 데이터 구획 단위),커튼 봉[레일],(불도저 같은 대형 차량의) 무한궤도,(자취 등을 따라) 추적하다[뒤쫓다],(특히 특수 전자 장비를 이용하여) 추적하다,(진행전개 과정을) 추적하다,(카메라가 피사체를 따라) 이동하다,,발자국을 남기다,,,,,,,,,,,,,,,,,,,,,,,
riverfront,(개발된) 강기슭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ship,"(큰) 배, 선박, 함선","(배나 다른 운송 수단으로) 실어 나르다, 수송[운송]하다",구입할 수 있다; 출하하다,(물파도를) 뒤집어쓰다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alliance,"동맹, 연합","동맹 단체, 연합체",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seat,"(앉을 수 있는) 자리, 좌석",좌석이 …개인,(의자 따위의) 앉는 부분,(비행기기차극장 등의) 자리[좌석],(의회위원회 등의) 의석[자리],"&lt;어떤 활동이 이뤄지는, 특히 대학정부 기구 등이 있는 곳&gt;",(시골에 있는 상류층 소유의) 저택,엉덩이,(바지의) 엉덩이 부분,앉히다; 앉다,(건물차량 등에 특정한 수의) 좌석이 있다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hardly,거의...아니다[없다],(특히 can·could와 본동사 사이에 쓰여) 거의...할 수가 없다[...하기가 무척 어렵다],"막 (...하기 시작한),...하자마자",전혀[결코]...이 아닌 것 같다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reflected,거울상,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
model,(보통 실물보다 작게 만든) 모형,(상품의) 모델[디자인],(시스템을 간단히 기술한) 모델[견본],(남이 따라 할 만한) 본보기,"훌륭한 사례, 모범, 시범",(의류) 모델,(화가사진작가의) 모델,모델로 일하다,(모델로서 옷 등을) 입어 보이다,모형[견본]을 만들다,(조각품 등의 형체를) 만들다[빚다],,,,,,,,,,,,,,,,,,,,,,,,,,,,
